STATION,NAME,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT13,WT16,WT19
USW00013958,"AUSTIN CAMP MABRY, TX US",7/14/16,0,0,0,,101,77,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",7/15/16,0,0,0,,101,78,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",7/16/16,0,0,0,,100,76,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",7/17/16,0,0,0,,99,76,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",7/18/16,0,0,0,,99,78,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",7/19/16,0,0,0,,100,77,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",7/20/16,0,0,0,,101,77,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",7/21/16,0,0,0,,101,76,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",7/22/16,0,0,0,,102,76,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",7/23/16,0,0,0,,101,78,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",7/24/16,0,0,0,,101,78,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",7/25/16,0.76,0,0,,102,76,1,,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",7/26/16,0.08,0,0,,93,75,1,,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",7/27/16,1.06,0,0,,92,74,1,,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",7/28/16,0,0,0,,97,75,1,,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",7/29/16,0,0,0,,96,74,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",7/30/16,0,0,0,,97,76,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",7/31/16,0,0,0,,98,78,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/1/16,0,0,0,,99,75,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/2/16,0,0,0,,98,75,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/3/16,0,0,0,,99,76,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/4/16,0,0,0,,99,76,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/5/16,0,0,0,,100,77,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/6/16,0,0,0,,100,77,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/7/16,0,0,0,,100,77,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/8/16,0,0,0,,100,78,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/9/16,0,0,0,,102,79,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/10/16,0,0,0,,102,81,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/11/16,0,0,0,,102,78,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/12/16,0,0,0,,105,79,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/13/16,0.1,0,0,,96,77,1,,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/14/16,0.92,0,0,,84,71,1,,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/15/16,2.35,0,0,,76,71,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/16/16,1.79,0,0,,83,71,1,1,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/17/16,0.3,0,0,,84,75,1,,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/18/16,0.17,0,0,,88,74,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/19/16,0.06,0,0,,93,75,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/20/16,0.74,0,0,,83,73,1,,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/21/16,0.11,0,0,,82,73,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/22/16,0.04,0,0,,91,75,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/23/16,0,0,0,,94,77,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/24/16,0,0,0,,93,76,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/25/16,0.04,0,0,,94,74,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/26/16,0,0,0,,93,75,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/27/16,0,0,0,,92,72,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/28/16,0.16,0,0,,92,73,1,,,,,,1,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/29/16,0.06,0,0,,91,73,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/30/16,0,0,0,,92,73,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",8/31/16,0.09,0,0,,94,74,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/1/16,0,0,0,,96,75,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/2/16,0,0,0,,92,75,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/3/16,0,0,0,,92,73,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/4/16,0.01,0,0,,93,75,1,,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/5/16,0,0,0,,94,73,,,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/6/16,0.01,0,0,,95,77,1,,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/7/16,0,0,0,,96,78,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/8/16,0,0,0,,95,77,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/9/16,0,0,0,,95,77,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/10/16,0.05,0,0,,93,71,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/11/16,0,0,0,,93,69,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/12/16,0,0,0,,93,70,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/13/16,0,0,0,,94,74,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/14/16,0,0,0,,92,76,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/15/16,0,0,0,,94,72,,,,,,,1,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/16/16,0,0,0,,95,75,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/17/16,0,0,0,,96,74,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/18/16,0,0,0,,98,75,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/19/16,0,0,0,,99,76,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/20/16,0,0,0,,99,75,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/21/16,0,0,0,,96,75,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/22/16,0,0,0,,94,70,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/23/16,0.03,0,0,,93,76,1,,,,,,1,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/24/16,0.01,0,0,,97,77,1,,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/25/16,0.76,0,0,,88,70,1,1,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/26/16,1.22,0,0,,73,67,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/27/16,0,0,0,,80,67,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/28/16,0,0,0,,89,65,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/29/16,0,0,0,,86,63,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",9/30/16,0,0,0,,83,60,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/1/16,0,0,0,,80,59,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/2/16,0,0,0,,85,58,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/3/16,0,0,0,,87,62,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/4/16,0,0,0,,91,70,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/5/16,0,0,0,,92,75,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/6/16,0,0,0,,92,76,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/7/16,0,0,0,,89,63,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/8/16,0,0,0,,86,61,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/9/16,0,0,0,,84,58,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/10/16,0,0,0,,84,52,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/11/16,0,0,0,,88,53,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/12/16,0,0,0,,91,61,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/13/16,0.17,0,0,,89,68,1,,,,,,1,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/14/16,0,0,0,,87,67,1,1,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/15/16,0,0,0,,91,71,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/16/16,0,0,0,,94,75,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/17/16,0,0,0,,94,74,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/18/16,0,0,0,,93,75,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/19/16,0,0,0,,92,75,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/20/16,0,0,0,,83,65,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/21/16,0,0,0,,77,53,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/22/16,0,0,0,,80,47,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/23/16,0,0,0,,84,55,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/24/16,0,0,0,,86,67,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/25/16,0,0,0,,86,67,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/26/16,0,0,0,,87,64,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/27/16,0,0,0,,88,64,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/28/16,0,0,0,,86,61,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/29/16,0,0,0,,86,64,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/30/16,0,0,0,,87,65,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",10/31/16,0,0,0,,86,60,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/1/16,0.33,0,0,,91,71,1,,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/2/16,0.01,0,0,,88,73,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/3/16,1.07,0,0,,80,68,1,,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/4/16,0,0,0,,73,68,1,,,,,,1,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/5/16,0.24,0,0,,72,63,1,,,,,,1,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/6/16,0.07,0,0,,76,59,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/7/16,0.08,0,0,,71,61,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/8/16,0.49,0,0,,69,62,1,,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/9/16,0.17,0,0,,65,60,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/10/16,0,0,0,,71,56,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/11/16,0,0,0,,74,55,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/12/16,0,0,0,,77,57,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/13/16,0,0,0,,76,54,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/14/16,0,0,0,,82,56,1,1,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/15/16,0,0,0,,86,59,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/16/16,0,0,0,,86,55,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/17/16,0,0,0,,82,58,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/18/16,0,0,0,,79,52,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/19/16,0,0,0,,63,41,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/20/16,0,0,0,,67,35,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/21/16,0,0,0,,77,44,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/22/16,0.49,0,0,,76,62,1,,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/23/16,0.13,0,0,,73,51,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/24/16,0,0,0,,76,46,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/25/16,0.03,0,0,,66,55,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/26/16,0,0,0,,70,53,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/27/16,0,0,0,,76,56,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/28/16,0,0,0,,79,51,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/29/16,0,0,0,,79,49,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",11/30/16,0,0,0,,67,42,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/1/16,0,0,0,,69,37,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/2/16,0.22,0,0,,64,51,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/3/16,1.29,0,0,,52,49,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/4/16,0.37,0,0,,53,49,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/5/16,0.63,0,0,,52,47,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/6/16,0,0,0,,58,43,1,1,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/7/16,0,0,0,,56,39,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/8/16,0,0,0,,52,36,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/9/16,0,0,0,,46,33,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/10/16,0,0,0,,52,35,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/11/16,0.02,0,0,,67,50,1,1,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/12/16,0,0,0,,67,46,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/13/16,0,0,0,,77,50,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/14/16,0,0,0,,57,43,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/15/16,0,0,0,,54,45,1,,,,,,1,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/16/16,0,0,0,,67,51,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/17/16,0,0,0,,76,34,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/18/16,0,0,0,,37,26,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/19/16,0,0,0,,45,23,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/20/16,0,0,0,,59,35,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/21/16,0,0,0,,71,43,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/22/16,0,0,0,,68,50,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/23/16,0.01,0,0,,68,52,1,1,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/24/16,0,0,0,,78,65,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/25/16,0,0,0,,80,68,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/26/16,0,0,0,,84,70,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/27/16,0,0,0,,76,62,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/28/16,0,0,0,,83,62,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/29/16,0,0,0,,70,49,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/30/16,0,0,0,,55,49,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",12/31/16,0,0,0,,77,51,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/1/17,0,0,0,,75,53,1,1,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/2/17,0.4,0,0,,74,52,1,,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/3/17,0,0,0,,76,44,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/4/17,0,0,0,,50,38,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/5/17,0,0,0,,63,34,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/6/17,0,0,0,,34,23,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/7/17,0,0,0,,44,19,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/8/17,0,0,0,,53,21,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/9/17,0,0,0,,71,43,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/10/17,0,0,0,,79,59,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/11/17,0,0,0,,80,59,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/12/17,0,0,0,,81,67,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/13/17,0.65,0,0,,78,56,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/14/17,0.07,0,0,,56,47,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/15/17,0.61,0,0,,73,51,1,,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/16/17,0.3,0,0,,70,58,1,,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/17/17,1.57,0,0,,59,48,1,,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/18/17,0.51,0,0,,56,47,1,,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/19/17,0,0,0,,71,52,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/20/17,0,0,0,,76,47,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/21/17,0.02,0,0,,81,48,1,1,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/22/17,0,0,0,,70,53,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/23/17,0,0,0,,76,46,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/24/17,0,0,0,,84,50,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/25/17,0,0,0,,69,48,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/26/17,0,0,0,,59,40,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/27/17,0,0,0,,58,38,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/28/17,0,0,0,,61,39,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/29/17,0,0,0,,70,40,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/30/17,0,0,0,,79,47,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",1/31/17,0,0,0,,78,44,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/1/17,0,0,0,,82,51,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/2/17,0,0,0,,64,46,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/3/17,0,0,0,,53,45,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/4/17,0.02,0,0,,51,47,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/5/17,0,0,0,,72,51,1,,,,,,1,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/6/17,0,0,0,,78,67,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/7/17,0,0,0,,86,56,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/8/17,0,0,0,,87,51,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/9/17,0,0,0,,68,43,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/10/17,0,0,0,,79,51,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/11/17,0,0,0,,86,66,1,,,,,,1,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/12/17,0,0,0,,79,66,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/13/17,0,0,0,,78,63,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/14/17,0.86,0,0,,67,47,1,,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/15/17,0,0,0,,65,43,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/16/17,0,0,0,,70,40,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/17/17,0,0,0,,77,50,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/18/17,0,0,0,,86,62,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/19/17,0.09,0,0,,81,61,1,,1,,,,1,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/20/17,1.12,0,0,,70,58,1,,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/21/17,0,0,0,,82,52,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/22/17,0,0,0,,87,51,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/23/17,0,0,0,,90,55,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/24/17,0,0,0,,80,54,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/25/17,0,0,0,,63,44,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/26/17,0,0,0,,72,42,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/27/17,0,0,0,,82,66,1,,,,,,1,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",2/28/17,0,0,0,,80,69,1,,,,,,1,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/1/17,0,0,0,,73,54,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/2/17,0,0,0,,66,49,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/3/17,0,0,0,,71,40,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/4/17,0.66,0,0,,59,54,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/5/17,0.27,0,0,,75,57,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/6/17,0,0,0,,84,68,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/7/17,0,0,0,,77,61,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/8/17,0,0,0,,76,60,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/9/17,0,0,0,,80,67,1,,1,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/10/17,0,0,0,,83,62,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/11/17,0.73,0,0,,66,61,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/12/17,0.01,0,0,,62,47,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/13/17,0.01,0,0,,70,48,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/14/17,0,0,0,,73,40,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/15/17,0,0,0,,75,49,,,,,,,1,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/16/17,0.02,0,0,,79,58,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/17/17,0,0,0,,83,65,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/18/17,0,0,0,,84,65,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/19/17,0,0,0,,85,65,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/20/17,0,0,0,,85,64,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/21/17,0,0,0,,85,63,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/22/17,0,0,0,,83,68,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/23/17,0,0,0,,85,65,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/24/17,0.05,0,0,,83,60,1,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/25/17,0,0,0,,84,53,,,,,,,,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/26/17,0,0,0,,86,63,1,,,,,,1,,,
USW00013958,"AUSTIN CAMP MABRY, TX US",3/27/17,0,0,0,,86,70,1,,,,,,,,,
